TIPO DE MORTE;ANO;MÊS;DIA;HORA;BAIRRO DA OCORRENCIA;LOGRADOURO DA OCORRENCIA;GENERO;ETNIA;IDADE;PROFISSAO;ESCOLARIDADE;INSTRUMENTO UTILIZADO;ZONA
LESAO CORPORAL SEGUIDA DE MORTE;2014;4;sexta-feira;20:00-24:00;QUINTAS;MORTE APARENTEMENTE POR OVERDOSE, SENDO CONFIRMADA ACAO CONDUNTE EM LAUDO DO SITE ITEP EM 25/4/2014 (LAUDO RETIRADO DO LIVRO);FEMININO;PARDA;41;DO LAR;ENSINO FUNDAMENTAL COMPLETO;OBJETO CONTUNDENTE;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2013;6;sexta-feira;08:00-12:00;RIBEIRA;IGNORADO ;MASCULINO;NEGRA;15;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;Leste
LESAO CORPORAL SEGUIDA DE MORTE;2013;11;sexta-feira;12:00-16:00;RIBEIRA;R ALMINO AFONSO;MASCULINO;PARDA;34;DESEMPREGADO;NI;ARMA DE FOGO;Leste
HOMICIDIO;2012;12;sexta-feira;NI;RIBEIRA;R DAS DONZELAS;MASCULINO;NEGRA;17;DESEMPREGADO;NI;ARMA DE FOGO;Leste
HOMICIDIO;2014;4;sexta-feira;12:00-16:00;IGAPÓ;AV DR JOAO MEDEIROS FILHO;MASCULINO;NEGRA;20;VIGILANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2013;3;sexta-feira;00:00-04:00;RIBEIRA;R DA FLORESTA Nº 38;MASCULINO;PARDA;50;NI;NI;ESPANCAMENTO;Leste
LESAO CORPORAL SEGUIDA DE MORTE;2015;12;sexta-feira;00:00-04:00;ROCAS;R SAO JOAO DE DEUS, COMUNIDADE DE MARUIM;MASCULINO;PARDA;20;SOLDADOR;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;Leste
LESAO CORPORAL SEGUIDA DE MORTE;2015;1;sexta-feira;NI;ROCAS;R DA FLORESTA HP;MASCULINO;PARDA;37;PESCADOR;NI;ARMA DE FOGO;Leste
HOMICIDIO;2014;7;sexta-feira;12:00-16:00;ROCAS;R SAO SEBASTIAO;MASCULINO;PARDA;16;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;Leste
HOMICIDIO;2014;7;sexta-feira;16:00-20:00;ROCAS;TV 04 DE FEVEREIRO;MASCULINO;PARDA;22;PESCADOR;NI;ARMA DE FOGO;Leste
LESAO CORPORAL SEGUIDA DE MORTE;2013;5;sexta-feira;20:00-24:00;ROCAS;VIA PUBLICA;MASCULINO;NEGRA;29;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Leste
HOMICIDIO;2017;10;sexta-feira;20:00-24:00;ROCAS;RUA MIRAMAR, PROLONGAMENTO DA AV. FLORIANO PEIXOTO, APOS A SUBESTACAO DA COSERN, PROXIMO A PADARIA JAPAO, PROXIMO AO SEMAFORO DE ACESSO A RUA DO AREAL,;MASCULINO;PARDA;23;NI;NI;ARMA DE FOGO;Leste
LESAO CORPORAL SEGUIDA DE MORTE;2013;7;sexta-feira;12:00-16:00;RIBEIRA;R CAMARA CASCUDO N° 344;MASCULINO;PARDA;26;VIGILANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Leste
LESAO CORPORAL SEGUIDA DE MORTE;2016;5;sexta-feira;04:00-08:00;TIROL;TV. DOIS IRMAOS;MASCULINO;PARDA;25;NI;NI;ARMA DE FOGO;Leste
HOMICIDIO;2013;8;terça-feira;16:00-20:00;AREIA PRETA;R VEREADOR JOAO SOARES DE ARAUJO;MASCULINO;PARDA;20;DESEMPREGADO;NI;ARMA DE FOGO;Leste
LESAO CORPORAL SEGUIDA DE MORTE;2012;10;terça-feira;NI;MÃE LUÍZA;2ª TV JOAO XXIII Nº 266;MASCULINO;NEGRA;38;DESEMPREGADO;NI;ARMA DE FOGO;Leste
HOMICIDIO;2013;12;terça-feira;12:00-16:00;MÃE LUÍZA;ENCONTRADO NUMA MATA ATRAS DO POSTO POLICIAL ;MASCULINO;PARDA;49;ENCARREGADO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Leste
HOMICIDIO;2014;7;terça-feira;NI;MÃE LUÍZA;R ATALAIA, 791;FEMININO;PARDA;36;AGRICULTOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Leste
HOMICIDIO;2016;5;terça-feira;08:00-12:00;PAJUÇARA;RUA NAO DETERMINADA;MASCULINO;PARDA;28;ALMOXARIFE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2013;12;terça-feira;08:00-12:00;MÃE LUÍZA;R PATRICIO ALVES ;MASCULINO;BRANCA;19;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Leste
LESAO CORPORAL SEGUIDA DE MORTE;2012;2;terça-feira;16:00-20:00;MÃE LUÍZA;R SAO PAULO ;MASCULINO;NEGRA;22;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Leste
HOMICIDIO;2015;11;terça-feira;20:00-24:00;NOSSA SRA DA APRESENTAÇÃO;R ELI GALVAO, 25, VALE DOURADO;MASCULINO;NEGRA;33;AUXILIAR DE COZINHA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2014;9;terça-feira;16:00-20:00;MÃE LUÍZA;ENCONTRADO NA TV FLORESTAL EM FRENTE AO Nº 36;MASCULINO;NEGRA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;Leste
HOMICIDIO;2016;11;terça-feira;16:00-20:00;MÃE LUÍZA;TV ATALAIA;MASCULINO;PARDA;33;SALADEIRO DE HOTEL;NI;ARMA DE FOGO;Leste
HOMICIDIO;2015;10;terça-feira;16:00-20:00;MÃE LUÍZA;TV SAQUAREMA;MASCULINO;NEGRA;20;NI;NI;ARMA DE FOGO;Leste
HOMICIDIO;2017;2;terça-feira;16:00-20:00;MÃE LUÍZA;RUA JOAO XIII EM FRENTE AO POSTO DE SAUDE;MASCULINO;PARDA;39;NI;NI;ARMA DE FOGO;Leste
HOMICIDIO;2012;11;terça-feira;NI;MÃE LUÍZA;R ATALAIA ;MASCULINO;NEGRA;24;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;OBJETO CONTUNDENTE;Leste
LESAO CORPORAL SEGUIDA DE MORTE;2015;11;terça-feira;16:00-20:00;NI;HOSPITAL WAFREDO GURGEL;MASCULINO;PARDA;54;AGRICULTOR;ENSINO FUNDAMENTAL COMPLETO;ESPANCAMENTO;NI
HOMICIDIO;2015;2;terça-feira;04:00-08:00;PONTA NEGRA;R DA LAGOSTA VP;MASCULINO;BRANCA;34;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Sul
HOMICIDIO;2014;2;terça-feira;20:00-24:00;PONTA NEGRA;R JOSE BARRADO;MASCULINO;NEGRA;31;NI;NI;ARMA DE FOGO;Sul
HOMICIDIO;2014;4;terça-feira;NI;LAGOA AZUL;R PROFESSORA MARIA VARELA;MASCULINO;PARDA;19;AUXILIAR DE PORTARIA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2016;6;terça-feira;16:00-20:00;NOSSA SRA DA APRESENTAÇÃO;TV IRMÃ VITÓRIA, S/N - VALE DOURADO ;MASCULINO;PARDA;20;AGRICULTOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
LATROCINIO;2013;8;terça-feira;08:00-12:00;PONTA NEGRA;R CARAPEBA;FEMININO;BRANCA;36;BALCONISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Sul
LESAO CORPORAL SEGUIDA DE MORTE;2017;2;terça-feira;16:00-20:00;PONTA NEGRA;RUA DA FLORESTA, Nº 80;MASCULINO;PARDA;22;ESTUDANTE;NI;ARMA DE FOGO;Sul
FEMINICIDIO;2016;2;terça-feira;00:00-04:00;REDINHA;R BEBERIBE;FEMININO;PARDA;23;DO LAR;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;Norte
HOMICIDIO;2015;5;terça-feira;20:00-24:00;REDINHA;ALTO DA TORRE;MASCULINO;NEGRA;28;DESEMPREGADO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2015;3;terça-feira;12:00-16:00;REDINHA;AV DR JOAO MEDEIROS FILHO;MASCULINO;PARDA;24;LOJISTA ;ENSINO SUPERIOR;ARMA DE FOGO;Norte
HOMICIDIO;2014;11;terça-feira;16:00-20:00;REDINHA;PROXIMO A QUADRA DE ESPORTES;MASCULINO;BRANCA;28;NI;NI;ARMA DE FOGO;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2012;11;terça-feira;NI;REDINHA;R ALTO DA CONCEICAO;MASCULINO;NEGRA;23;NI;NI;ARMA DE FOGO;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2012;1;terça-feira;00:00-04:00;REDINHA;R DA GAMELEIRA;MASCULINO;PARDA;22;AUXILIAR DE PESCARIA;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2014;12;terça-feira;16:00-20:00;REDINHA;R PADRE CICERO, 431;MASCULINO;NEGRA;40;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2012;12;terça-feira;NI;REDINHA;R SAO LUIZ ;MASCULINO;PARDA;19;BRACAL;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2014;9;terça-feira;16:00-20:00;REDINHA;R ULYSSES GUIMARAES;FEMININO;BRANCA;42;DESEMPREGADO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2013;8;terça-feira;08:00-12:00;REDINHA;TV DA GAMELEIRA ;MASCULINO;NEGRA;31;DESEMPREGADO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2017;6;terça-feira;16:00-20:00;REDINHA;RUA ARAGUAIA;MASCULINO;PARDA;36;DESEMPREGADO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2014;5;terça-feira;NI;CANDELÁRIA;R SEN JOSE FERREIRA DE SOUZA Nº 1936;MASCULINO;BRANCA;78;APOSENTADO;NI;ARMA BRANCA;Sul
HOMICIDIO;2014;2;terça-feira;16:00-20:00;ALECRIM;MERCADO PUBLICO DA AV 4;MASCULINO;NEGRA;53;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;Leste
HOMICIDIO;2017;8;terça-feira;12:00-16:00;ALECRIM;RUA ARI PARREIRAS, Nº 1419, GALPAO DA TORCIDA ORGANIZADA MAFIA VERMELHA.;MASCULINO;PARDA;25;AUXILIAR DE SERRALHEIRO;NI;ARMA DE FOGO;Leste
HOMICIDIO;2017;11;terça-feira;12:00-16:00;ALECRIM;RUA NOVA CENTRAL - ENCONTRADO NUM TERRENO BALDIO PROXIMO A CAPELA DA GUARITA;MASCULINO;PARDA;23;DESEMPREGADO;NI;ARMA DE FOGO;Leste
LATROCINIO;2017;11;terça-feira;08:00-12:00;ALECRIM;RUA DOS PAJEUS AO LADO Nº 1240 COM AV ALEXANDRINO DE ALENCAR - PROXIMO AO CLUBE ATLANTICO;MASCULINO;PARDA;78;APOSENTADO;NI;ARMA DE FOGO;Leste
HOMICIDIO;2017;3;terça-feira;00:00-04:00;ALECRIM;NI;MASCULINO;PARDA;24;DESEMPREGADO;NI;ARMA DE FOGO;Leste
HOMICIDIO;2013;10;terça-feira;12:00-16:00;BOM PASTOR;R BERNARDO GAMA;MASCULINO;BRANCA;24;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
LATROCINIO;2013;2;terça-feira;12:00-16:00;NOSSA SRA DA APRESENTAÇÃO;R SAO SEVERINO DOS RAMOS Nº 11;MASCULINO;NEGRA;61;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
LATROCINIO;2015;12;terça-feira;20:00-24:00;PAJUÇARA;R ACUDE POCO BRANCO, 87, COMUNIDADE BRASIL NOVO;MASCULINO;PARDA;38;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2013;4;terça-feira;00:00-04:00;BOM PASTOR;R PERCIVAL CALDAS;MASCULINO;BRANCA;37;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2012;1;terça-feira;00:00-04:00;BOM PASTOR;R: FRANCISCO CUNHA - Nº: 28;FEMININO;NEGRA;37;DIARISTA;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
LATROCINIO;2017;6;terça-feira;04:00-08:00;BOM PASTOR;RUA SANTA TEREZA;MASCULINO;PARDA;38;POLICIAL MILITAR;NI;ARMA DE FOGO;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2017;10;terça-feira;00:00-04:00;BOM PASTOR;RUA PRESIDENTE CASTELO BRANCO, EM FRENTE A RESIDENCIA DA VITIMA, Nº 267;MASCULINO;PARDA;31;AG. PENITENCIARIO ESTADUAL;NI;ARMA DE FOGO;Oeste
LATROCINIO;2014;12;terça-feira;16:00-20:00;PLANALTO;R PROF. ANTONIO TRIGUEIRO;MASCULINO;PARDA;42;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2013;3;terça-feira;12:00-16:00;CANDELÁRIA;AV MARECHAL RONDON;MASCULINO;PARDA;31;NI;NI;OBJETO CONTUNDENTE;Sul
HOMICIDIO;2016;2;terça-feira;04:00-08:00;CIDADE ALTA;PACO DA PATRIA;MASCULINO;PARDA;42;PESCADOR;NI;ARMA BRANCA;Leste
LESAO CORPORAL SEGUIDA DE MORTE;2015;12;terça-feira;12:00-16:00;CIDADE ALTA;PACO DA PATRIA;FEMININO;PARDA;30;SEM PROFISSAO;NI;ARMA BRANCA;Leste
HOMICIDIO;2012;10;terça-feira;NI;CIDADE ALTA;CAPITAO SILVEIRA BARRETO ;MASCULINO;BRANCA;18;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Leste
LESAO CORPORAL SEGUIDA DE MORTE;2016;5;terça-feira;08:00-12:00;CIDADE ALTA;PEDRA DO ROSARIO, PACO DA PATRIA;MASCULINO;NEGRA;37;DESEMPREGADO;NI;ARMA DE FOGO;Leste
HOMICIDIO;2012;10;terça-feira;NI;PRAIA DO MEIO;R 25 DE DEZEMBRO;MASCULINO;PARDA;38;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Leste
HOMICIDIO;2014;10;terça-feira;16:00-20:00;CIDADE ALTA;R OCIDENTAL DE BAIXO, PACO DA PATRIA;FEMININO;PARDA;16;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;Leste
HOMICIDIO;2014;10;terça-feira;16:00-20:00;CIDADE ALTA;R OCIDENTAL DE BAIXO, PACO DA PATRIA;MASCULINO;PARDA;16;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;Leste
HOMICIDIO;2013;5;terça-feira;12:00-16:00;CIDADE ALTA;R PROJETADA PACO DA PATRIA;MASCULINO;NEGRA;29;DESEMPREGADO;NI;ARMA DE FOGO;Leste
HOMICIDIO;2016;4;terça-feira;20:00-24:00;CIDADE ALTA;TV FLOR DE LIS, PACO DA PATRIA;MASCULINO;PARDA;35;DESEMPREGADO;NI;ARMA DE FOGO;Leste
HOMICIDIO;2015;11;terça-feira;20:00-24:00;CIDADE DA ESPERANÇA;R RIO GRANDE DO SUL;MASCULINO;PARDA;22;MORADOR DE RUA;NI;ARMA BRANCA;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2013;12;terça-feira;12:00-16:00;CIDADE DA ESPERANÇA;AV CAP MOR GOUVEIA;MASCULINO;NEGRA;31;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2014;5;terça-feira;16:00-20:00;ROCAS;R TEOTONIO FREIRE Nº 08;MASCULINO;BRANCA;34;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Leste
HOMICIDIO;2014;1;terça-feira;16:00-20:00;ROCAS;"R TEOTONIO FREIRE Nº 8""B"" EM FRENTE A RESIDENCIA";MASCULINO;BRANCA;35;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Leste
HOMICIDIO;2016;3;terça-feira;12:00-16:00;CIDADE DA ESPERANÇA;AV PARAIBA;MASCULINO;NEGRA;19;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2014;5;terça-feira;NI;CIDADE DA ESPERANÇA;BAR DO ESPETINHO DO GALEGO;MASCULINO;NEGRA;19;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2012;5;terça-feira;16:00-20:00;LAGOA SECA;R: SAO JOAO Nº 1493;MASCULINO;PARDA;54;CORRETOR DE IMOVEIS;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Leste
HOMICIDIO;2012;10;terça-feira;NI;CIDADE DA ESPERANÇA;R DOS POTIGUARES;MASCULINO;BRANCA;30;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2014;11;terça-feira;20:00-24:00;CIDADE DA ESPERANÇA;R RIO GRANDE DO SUL, NA FRENTE DO DETRAN;MASCULINO;PARDA;45;DETENTO FUGITIVO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2014;10;terça-feira;20:00-24:00;CIDADE DA ESPERANÇA;R SOUSA PROXIMO AO SUPERMERCADO COMPRE BEM;MASCULINO;PARDA;15;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2013;3;terça-feira;NI;TIROL;R ALBERTO MARANHAO ;MASCULINO;NEGRA;67;APOSENTADO;NI;ARMA DE FOGO;Leste
HOMICIDIO;2014;3;terça-feira;16:00-20:00;CIDADE DA ESPERANÇA;TV PINHEIRO - FAVELA DO DETRAN;MASCULINO;BRANCA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2014;3;terça-feira;20:00-24:00;CIDADE DA ESPERANÇA;TV PINHEIRO -FAVELA DO DETRAN;MASCULINO;NEGRA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2015;10;terça-feira;20:00-24:00;PONTA NEGRA;TV MORRO BRANCO;MASCULINO;PARDA;34;AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;Sul
HOMICIDIO;2017;7;terça-feira;20:00-24:00;CIDADE DA ESPERANÇA;AV RIO GRANDE DO Norte, Nº 08, PROXIMO AO REDE MAIS, VIZINHO A CASA DE RACAO;MASCULINO;PARDA;23;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2017;2;terça-feira;12:00-16:00;CIDADE DA ESPERANÇA;AREA DE DUNAS POR TRAS DA RUA PERIMETRAL SUL;MASCULINO;PARDA;19;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2015;4;terça-feira;08:00-12:00;CIDADE DA ESPERANÇA;LOCAL EXATO NAO INFORMADO PELO DELEGADO;MASCULINO;PARDA;16;MENOR SEM OCUPACAO;NI;ESPANCAMENTO;Oeste
HOMICIDIO;2012;7;terça-feira;00:00-04:00;ALECRIM;AV BERNANDO VIEIRA;MASCULINO;NEGRA;18;AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Leste
HOMICIDIO;2015;3;terça-feira;20:00-24:00;CIDADE NOVA;AV Norte;MASCULINO;NEGRA;23;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2012;6;terça-feira;00:00-04:00;ALECRIM;CAMPO DE FUTEBOL DA GUARITA;MASCULINO;NEGRA;40;AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Leste
HOMICIDIO;2016;7;terça-feira;16:00-20:00;REDINHA;ANTIGA TRAVERSSIA DA BALSA ;MASCULINO;PARDA;29;ELETRICISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2012;9;terça-feira;NI;CIDADE NOVA;R ABREU E LIMA ;MASCULINO;BRANCA;22;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2014;9;terça-feira;20:00-24:00;FELIPE CAMARÃO;TV NOSSA DRA DO CARMO;MASCULINO;NEGRA;25;ENCANADOR;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2012;12;terça-feira;NI;CIDADE NOVA;R SANTA CELIA ;MASCULINO;BRANCA;24;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2017;7;terça-feira;08:00-12:00;CIDADE NOVA;RUA SOLANGE NUNES DO NASCIMENTO, PROXIMO AO SOCIETY ARENA, PROXIMO AO ANTIGO TERMINAL DA LINHA DE ONIBUS 41;MASCULINO;PARDA;37;NI;NI;ESPANCAMENTO;Oeste
HOMICIDIO;2016;2;terça-feira;16:00-20:00;CIDADE NOVA;R LARANJAL;MASCULINO;NEGRA;35;AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2017;5;terça-feira;00:00-04:00;CIDADE NOVA;RUA IVO FURTADO, PROXIMO A ESCOLA ESSENCIAL;MASCULINO;PARDA;50;NI;NI;ARMA BRANCA;Oeste
HOMICIDIO;2013;10;terça-feira;NI;DIX-SEPT ROSADO;AV AMINTAS BARROS;MASCULINO;NEGRA;46;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2015;1;terça-feira;16:00-20:00;SANTOS REIS;R BOA VISTA, BRASILIA TEIMOSA VP;MASCULINO;NEGRA;15;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Leste
HOMICIDIO;2013;8;terça-feira;16:00-20:00;DIX-SEPT ROSADO;ENTRE TV SAO VICENTE COM A TV SANTA FE ;FEMININO;NEGRA;24;DO LAR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2013;7;terça-feira;12:00-16:00;DIX-SEPT ROSADO;R PROFESSORA JOSEFA BOTELHO;MASCULINO;PARDA;25;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2013;8;terça-feira;00:00-04:00;DIX-SEPT ROSADO;TV SEVERINO SOARES ,PROXIMO AO MERCADUNHO CRISTO REI;MASCULINO;PARDA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2017;1;terça-feira;20:00-24:00;DIX-SEPT ROSADO;LAGOA DE SAO CONRADO - ENTRE A AV LIMA E SILVA E MIGUEL CASTRO;MASCULINO;PARDA;22;SOLDADOR;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2012;7;terça-feira;16:00-20:00;FELIPE CAMARÃO;BR 226 , PROXIMO A CURVA DA MORTE;MASCULINO;BRANCA;17;MENOR SEM OCUPACAO;NI;ARMA BRANCA;Oeste
HOMICIDIO;2016;1;terça-feira;12:00-16:00;FELIPE CAMARÃO;R NSA SRA DO LIVRAMENTO, 787;MASCULINO;PARDA;43;DESEMPREGADO;NI;ARMA BRANCA;Oeste
HOMICIDIO;2017;12;terça-feira;12:00-16:00;FELIPE CAMARÃO;RUA FELIPE CAMARAO, Nº 810, PROXIMO A ESTACAO DE TREM DE CIDADE NOVA, PROXIMO AO MERCADINHO MARIA ELOISA;MASCULINO;PARDA;18;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2014;6;terça-feira;12:00-16:00;FELIPE CAMARÃO;AV GOV ANTONIO DE MELO DE SOUZA;MASCULINO;NEGRA;20;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2012;3;terça-feira;20:00-24:00;FELIPE CAMARÃO;BAIRRO DE FELIPE CAMARAO / NATAL;MASCULINO;BRANCA;45;POLICIAL MILITAR;ENSINO SUPERIOR;ARMA DE FOGO;Oeste
LATROCINIO;2015;11;terça-feira;08:00-12:00;FELIPE CAMARÃO;ESTRADA CARROCAVEL - EMBAIXO DA TORRE ;MASCULINO;PARDA;42;ENTREGADOR DE GAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2013;10;terça-feira;08:00-12:00;FELIPE CAMARÃO;FAVELA DO FIO;MASCULINO;PARDA;20;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2014;6;terça-feira;16:00-20:00;FELIPE CAMARÃO;POR TRAS DA R MARLIN, CONJUNTO CIDADE DE DEUS ( PRAIAMAR);MASCULINO;NEGRA;26;NI;NI;ARMA DE FOGO;Oeste
INFANTICIDIO;2014;6;terça-feira;NI;FELIPE CAMARÃO;R DA FE (BEBE DE SETE MESES QUE FOI FERIDO NO DIA 12/6/14 CONFORME PLANILHA DE TENTATIVAS E FALECEU NA DATA DE HOJE NO HOSPITAL WALFREDO GURGEL);MASCULINO;PARDA;1;MENOR DEPENDENTE;NI;ARMA DE FOGO;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2012;11;terça-feira;NI;FELIPE CAMARÃO;R DOS POTIGUARES ;MASCULINO;BRANCA;26;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2013;9;terça-feira;12:00-16:00;FELIPE CAMARÃO;R INDOMAR;MASCULINO;PARDA;38;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2013;11;terça-feira;04:00-08:00;FELIPE CAMARÃO;R NOSSA SENHORA DO ROSARIO Nº 465;MASCULINO;PARDA;27;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2016;10;terça-feira;20:00-24:00;FELIPE CAMARÃO;TV SANTA ISABEL - PROXIMO AO LIXAO;MASCULINO;PARDA;16;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Oeste
LATROCINIO;2013;2;terça-feira;NI;FELIPE CAMARÃO;R PAI CELESTIAL;MASCULINO;PARDA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2013;3;terça-feira;16:00-20:00;FELIPE CAMARÃO;R PAZ CELESTIAL Nº 937;MASCULINO;PARDA;25;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2014;3;terça-feira;20:00-24:00;FELIPE CAMARÃO;R PROF. ANTONIO TRIGUEIRO;MASCULINO;BRANCA;45;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2015;2;terça-feira;00:00-04:00;IGAPÓ;AV JOAO MEDEIROS FILHO;MASCULINO;PARDA;21;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2015;12;terça-feira;16:00-20:00;FELIPE CAMARÃO;R RAINHA DO MAR;MASCULINO;PARDA;18;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2015;6;terça-feira;04:00-08:00;FELIPE CAMARÃO;R SALINOPOLIS PROXIMO A IGREJA EVANGELICA;MASCULINO;PARDA;25;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
